file_id;id;class
1;1;1
1;2;1
1;3;1
1;4;1
1;5;1
1;6;1
1;7;1
1;8;1
1;9;1
1;10;1
1;11;1
1;12;1
1;13;1
1;14;1
1;15;1
1;16;1
1;17;1
1;18;1
1;19;1
1;20;1
1;21;1
1;22;1
1;23;1
1;24;1
1;25;1
1;26;1
1;27;1
1;28;1
1;29;1
1;30;1
1;31;1
1;32;1
1;33;1
1;34;1
1;35;1
1;36;1
1;37;1
1;38;1
1;39;1
1;40;1
1;41;1
1;42;1
1;43;1
1;44;1
1;45;1
1;46;1
1;47;1
1;48;1
1;49;1
1;50;1
1;51;1
1;52;1
1;53;1
1;54;1
1;55;1
1;56;1
1;57;1
1;58;1
1;59;1
1;60;1
1;61;1
1;62;1
1;63;1
1;64;1
1;65;1
1;66;1
1;67;1
1;68;1
1;69;1
1;70;1
1;71;1
1;72;1
1;73;1
2;1;1
2;2;1
2;3;1
2;4;1
2;5;1
2;6;1
2;7;1
2;8;1
2;9;1
2;10;1
2;11;1
2;12;1
2;13;1
2;14;1
2;15;1
2;16;1
2;17;1
2;18;1
2;19;1
2;20;1
2;21;1
2;22;1
2;23;1
2;24;1
2;25;1
2;26;1
2;27;1
2;28;1
2;29;1
2;30;1
2;31;1
2;32;1
2;33;1
2;34;1
2;35;1
2;36;1
2;37;1
2;38;1
2;39;1
2;40;1
2;41;1
3;1;1
3;2;1
3;3;1
3;4;1
3;5;1
3;6;1
3;7;1
3;8;1
3;9;1
3;10;1
3;11;1
3;12;1
3;13;1
3;14;1
3;15;1
3;16;1
3;17;1
3;18;1
3;19;1
3;20;1
3;21;1
3;22;1
3;23;1
3;24;1
3;25;1
3;26;1
3;27;1
3;28;1
3;29;1
3;30;1
3;31;1
3;32;1
3;33;1
3;34;1
3;35;1
3;36;1
3;37;1
3;38;1
3;39;1
3;40;1
3;41;1
3;42;1
3;43;1
3;44;1
3;45;1
3;46;1
3;47;1
3;48;1
3;49;1
3;50;1
3;51;1
3;52;1
3;53;1
3;54;1
3;55;1
3;56;1
3;57;1
3;58;1
3;59;1
3;60;1
3;61;1
3;62;1
3;63;1
3;64;1
3;65;1
3;66;1
3;67;1
3;68;1
3;69;1
3;70;1
3;71;1
3;72;1
3;73;1
3;74;1
3;75;1
3;76;1
3;77;1
3;78;1
3;79;1
3;80;1
3;81;1
3;82;1
3;83;1
3;84;1
3;85;1
3;86;1
3;87;1
3;88;1
3;89;1
3;90;1
3;91;1
3;92;1
3;93;1
3;94;1
3;95;1
3;96;1
3;97;1
3;98;1
3;99;1
3;100;1
3;101;1
3;102;1
3;103;1
3;104;1
3;105;1
3;106;1
3;107;1
3;108;1
3;109;1
3;110;1
3;111;1
3;112;1
3;113;1
3;114;1
3;115;1
3;116;1
3;117;1
3;118;1
3;119;1
3;120;1
3;121;1
3;122;1
3;123;1
3;124;1
3;125;1
3;126;1
3;127;1
3;128;1
3;129;1
3;130;1
3;131;1
3;132;1
3;133;1
3;134;1
3;135;1
3;136;1
3;137;1
3;138;1
3;139;1
3;140;1
3;141;1
3;142;1
3;143;1
3;144;1
3;145;1
3;146;1
3;147;1
3;148;1
3;149;1
3;150;1
3;151;1
3;152;1
3;153;1
3;154;1
3;155;1
3;156;1
3;157;1
3;158;1
3;159;1
3;160;1
3;161;1
3;162;1
3;163;1
3;164;1
4;1;1
4;2;1
4;3;1
4;4;1
4;5;1
4;6;1
4;7;1
4;8;1
4;9;1
4;10;1
4;11;1
4;12;1
4;13;1
4;14;1
4;15;1
4;16;1
4;17;1
4;18;1
4;19;1
4;20;1
